"","Nome","Artista","Ano","ID","N_palavras","N_palavras_bin","Dif","Idioma_1","Idioma_2","Idioma_3","Idioma_4"
"3645","É Tarde Demais","Raça Negra",1995,9554,134,39,95,"pt","portuguese","por","pt"
"3646","Save Me Now","Andru Donalds",1995,9555,190,72,118,"en","english","eng","en"
"3647","Marrom Bombom","Os Morenos",1995,9556,166,42,124,"pt","portuguese","por","pt"
"3648","One Sweet Day","Mariah Carey & Boyz II Men",1995,9557,214,82,132,"en","english","eng","en"
"3649","Black Roses","Inner Circle",1995,9558,157,37,120,"en","english","eng","en"
"3650","Short Dick Man","20 Fingers featuring Gillette",1995,9559,281,52,229,"en","scots","eng","en"
"3651","Always","Bon Jovi",1995,9560,304,137,167,"en","english","eng","en"
"3652","Sereia","Lulu Santos",1995,9561,68,37,31,"pt","portuguese","por","pt"
"3653","Before I Let You Go","BLACKstreet",1995,9562,378,105,273,"en","scots","eng","en"
"3654","Only Wanna Be With You","Hootie & The Blowfish",1995,9563,202,97,105,"en","scots","eng","en"
"3655","Here Comes The Hotstepper","Ini Kamoze",1995,9564,299,93,206,"en","scots","eng","en"
"3656","Dreaming Of You","Selena",1995,9565,112,31,81,"en","english","eng","en"
"3657","Admito Que Perdi","Marina Lima",1995,9566,131,92,39,"pt","portuguese","por","pt"
"3658","Me Abraça","Banda Eva",1995,9567,121,46,75,"pt","portuguese","por","pt"
"3659","There Is A Party","DJ Bobo",1995,9568,248,90,158,"en","english","eng","en"
"3660","Página de Amigos","Chitãozinho & Xororó",1995,9569,175,69,106,"pt","portuguese","por","pt"
"3661","Over My Shoulder","Mike + The Mechanics",1995,9570,171,87,84,"en","english","eng","en"
"3662","Tara","Cheiro de Amor",1995,9571,114,33,81,"pt","portuguese","por","pt"
"3663","Let Her Cry","Hootie & The Blowfish",1995,9572,262,120,142,"en","english","eng","en"
"3664","Nunca Mais Te Machucar","Só Pra Contrariar",1995,9573,101,78,23,"pt","portuguese","por","pt"
"3665","Pão de Mel","Zezé Di Camargo & Luciano",1995,9574,174,38,136,"pt","portuguese","por","pt"
"3666","E o Bicho Vai Pegar","Terra Samba",1995,9575,30,25,5,"pt","portuguese","por","pt"
"3667","Robocop Gay","Mamonas Assassinas",1995,9576,165,109,56,"pt","portuguese","por","pt"
"3668","Mishale","Andru Donalds",1995,9577,267,101,166,"en","english","eng","en"
"3669","Strong Enough","Sheryl Crow",1995,9578,226,82,144,"en","english","eng","en"
"3670","Scream","Michael Jackson & Janet Jackson",1995,9579,248,94,154,"en","english","eng","en"
"3671","Viola Caipira","Gian & Giovani",1995,9580,163,69,94,"pt","portuguese","por","pt"
"3672","Esse Amor Que me Mata","Chrystian & Ralf",1995,9581,164,61,103,"pt","portuguese","por","pt"
"3673","Vem Me Dar Um Beijo/Tô Querendo","Fundo de Quintal",1995,9582,110,80,30,"pt","portuguese","por","pt"
"3674","Toneladas de Desejo","Timbalada",1995,9583,137,80,57,"pt","portuguese","por","pt"
"3675","Tá Delícia, Tá Gostoso","Martinho da Vila",1995,9584,92,40,52,"pt","portuguese","por","pt"
"3676","Cotton Eye Joe","Rednex",1995,9585,158,57,101,"en","scots","sco","en"
"3677","Don't Take It Personal","Monica",1995,9586,314,82,232,"en","english","eng","en"
"3678","I Believe","Blessid Union Of Souls",1995,9587,184,72,112,"en","english","eng","en"
"3679","Chains","Tina Arena",1995,9588,125,52,73,"en","english","eng","en"
"3680","Trilhas (Traces)","Guilherme Arantes",1995,9589,76,55,21,"pt","portuguese","por","pt"
"3681","Candy Rain","Soul For Real",1995,9590,96,44,52,"en","english","eng","en"
"3682","I Know","Dionne Farris",1995,9591,426,158,268,"en","scots","eng","en"
"3683","Hold My Hand","Hootie & The Blowfish",1995,9592,439,140,299,NA,"scots","ace",NA
"3684","Scatman (Ski-Ba-Bop-Ba-Dop-Bop)","Scatman John",1995,9593,281,108,173,"en","scots","eng","en"
"3685","Delícia de Amor","Grupo Raça",1995,9594,81,55,26,"pt","portuguese","por","pt"
"3686","Primeiros Erros (Chove)","Simonny",1995,9595,142,39,103,"pt","portuguese","por","pt"
"3687","I Could Fall In Love","Selena",1995,9596,139,67,72,"en","english","eng","en"
"3688","Alcohol","Jorge Benjor",1995,9597,228,125,103,"pt","portuguese","por","pt"
"3689","A Lata","Fernanda Abreu",1995,9598,89,56,33,"pt","portuguese","por","pt"
"3690","Legalize Já","Planet Hemp",1995,9599,167,118,49,"pt","portuguese","por","pt"
"3691","Quem é Você","Simone",1995,95100,120,79,41,"pt","portuguese","por","pt"
"3692","Garota Nacional","Skank",1996,9601,281,76,205,"pt","portuguese","por","pt"
"3693","Change The World","Eric Clapton",1996,9602,142,56,86,"en","english","eng","en"
"3694","Estou Apaixonado (Estoy Enamorado)","João Paulo & Daniel",1996,9603,143,73,70,"pt","portuguese","por","pt"
"3695","Macarena (bayside boys mix)","Los Del Rio",1996,9604,349,42,307,"es","spanish","spa","es"
"3696","One Sweet Day","Mariah Carey & Boyz II Men",1996,9605,214,82,132,"en","english","eng","en"
"3697","Sem Medo de Ser Feliz","Zezé Di Camargo & Luciano",1996,9606,174,79,95,"pt","portuguese","por","pt"
"3698","Recado a Minha Amada","Katinguelê",1996,9607,217,47,170,"pt","portuguese","por","pt"
"3699","You Learn","Alanis Morissette",1996,9608,192,83,109,"en","english","eng","en"
"3700","À Primeira Vista","Daniela Mercury",1996,9609,174,47,127,"pt","portuguese","glg","pt"
"3701","Eu Juro (I Swear)","Leandro & Leonardo",1996,9610,141,63,78,"pt","portuguese","por","pt"
"3702","Killing Me Softly","Fugees",1996,9611,337,117,220,"en","english","eng","en"
"3703","Jesus To A Child","George Michael",1996,9612,241,101,140,"en","english","eng","en"
"3704","One Of Us","Joan Osborne",1996,9613,228,78,150,"en","english","eng","en"
"3705","Indiferença","Zezé Di Camargo & Luciano",1996,9614,74,48,26,"pt","portuguese","por","pt"
"3706","É o Tchan (Pot-Pourri)","Gera Samba",1996,9615,387,46,341,"pt",NA,"por","pt"
"3707","Wonderwall","Oasis",1996,9616,219,67,152,"en","english","eng","en"
"3708","Beleza Rara","Banda Eva",1996,9617,110,79,31,"pt","portuguese","por","pt"
"3709","Missing","Everything But The Girl",1996,9618,194,84,110,"en","english","eng","en"
"3710","Because You Loved Me","Celine Dion",1996,9619,319,97,222,"en","english","eng","en"
"3711","Dança da Cordinha","É o Tchan",1996,9620,266,42,224,"pt","portuguese","por","pt"
"3712","Vai Sacudir, Vai Abalar","Cheiro de Amor",1996,9621,226,49,177,"pt","portuguese","por","pt"
"3713","Minha Estrela Perdida","Gian & Giovani",1996,9622,190,54,136,"pt","portuguese","por","pt"
"3714","Doce Mistério","Leandro & Leonardo",1996,9623,130,45,85,"pt","portuguese","por","pt"
"3715","Felicidade Que Saudade de Você","Zezé Di Camargo & Luciano",1996,9624,198,69,129,"pt","portuguese","por","pt"
"3716","Teu Charme","Os Morenos",1996,9625,105,78,27,"pt","portuguese","por","pt"
"3717","Não Vá Ainda","Zélia Duncan",1996,9626,102,49,53,"pt","portuguese","por","pt"
"3718","Pinga","Pato Fu",1996,9627,99,33,66,"pt","portuguese","por","pt"
"3719","A Namorada","Carlinhos Brown",1996,9628,99,42,57,"pt","portuguese","por","pt"
"3720","S.O.S. Brasil","Cidade Negra",1996,9629,403,203,200,"pt","portuguese","por","pt"
"3721","A Dança do Bumbum","É o Tchan",1996,9630,99,59,40,"pt","portuguese","por","pt"
"3722","How Deep Is Your Love","Take That",1996,9631,240,67,173,"en","english","eng","en"
"3723","La Bella Luna","Os Paralamas do Sucesso",1996,9632,60,39,21,"pt","portuguese","por","pt"
"3724","Na Rua, Na Chuva, Na Fazenda","Kid Abelha",1996,9633,118,44,74,"pt","portuguese","por","pt"
"3725","Tic, Tic Tac","Carrapicho",1996,9634,166,42,124,"pt","portuguese","por","pt"
"3726","Exhale (Shoop Shoop)","Whitney Houston",1996,9635,247,76,171,"en","english","eng","en"
"3727","Always Be My Baby","Mariah Carey",1996,9636,280,78,202,"en","english","eng","en"
"3728","Estoy Enamorado","Donato & Estefano",1996,9637,160,81,79,"es","spanish","spa","es"
"3729","Tô Pensando Nela","Gian & Giovani",1996,9638,88,66,22,"pt","portuguese","por","pt"
"3730","You're Makin' Me High","Toni Braxton",1996,9639,271,85,186,"en","scots","eng","en"
"3731","Me Dê Uma Chance","Cleiton & Camargo",1996,9640,142,76,66,"pt","portuguese","por","pt"
"3732","No Compasso do Criador","Katinguelê",1996,9641,76,59,17,"pt","portuguese","por","pt"
"3733","I Love You Always Forever","Donna Lewis",1996,9642,270,83,187,"en","english","eng","en"
"3734","Free As A Bird","Beatles",1996,9643,87,37,50,"en","english","eng","en"
"3735","Follow You Down","Gin Blossoms",1996,9644,237,81,156,"en","english","eng","en"
"3736","Bom Bocado","Art Popular",1996,9645,89,32,57,"pt","portuguese","por","pt"
"3737","Theme From Mission: Impossible","Adam Clayton & Larry Mullen",1996,9646,467,152,315,"en","scots","eng","en"
"3738","Chora, Viola","Rionegro & Solimões",1996,9647,112,83,29,"pt","portuguese","por","pt"
"3739","Com Qual Carícia","João Paulo & Daniel",1996,9648,177,72,105,"pt","portuguese","por","pt"
"3740","Nobody Knows","The Tony Rich Project",1996,9649,653,135,518,"en","english","eng","en"
"3741","Children","Robert Miles",1996,9650,150,33,117,"en","english","eng","en"
"3742","Name","Goo Goo Dolls",1996,9651,165,96,69,"en","english","eng","en"
"3743","Água Mineral","Timbalada",1996,9652,66,12,54,"pt","portuguese","por","pt"
"3744","Tha Crossroads","Bone Thugs-N-Harmony",1996,9653,527,216,311,"en","english","eng","en"
"3745","Ironic","Alanis Morissette",1996,9654,247,104,143,"en","english","eng","en"
"3746","O Samba Não Tem Fronteiras","Só Pra Contrariar",1996,9655,72,58,14,"pt","portuguese","por","pt"
"3747","Sittin' Up My Room","Brandy",1996,9656,161,86,75,"en","english","eng","en"
"3748","A Long December","Counting Crows",1996,9657,218,97,121,"en","scots","eng","en"
"3749","Soul de Verão (Fame)","Sandra de Sá",1996,9658,140,65,75,"pt","portuguese","por","pt"
"3750","Brasil é o País do Suingue","Fernanda Abreu",1996,9659,244,121,123,"pt","portuguese","por","pt"
"3751","Florentina","Tiririca",1996,9660,241,98,143,"pt","portuguese","por","pt"
"3752","Teu Cafuné","Maurício Mattar",1996,9661,72,56,16,"pt","portuguese","por","pt"
"3753","Tão Seu","Skank",1996,9662,176,68,108,"pt","portuguese","por","pt"
"3754","Eu Te Amo, Te Amo, Te Amo","Roberta Miranda",1996,9663,139,62,77,"pt","portuguese","por","pt"
"3755","Da Bomb","Inner Circle",1996,9664,320,101,219,"en","english","eng","en"
"3756","É Uma Partida de Futebol","Skank",1996,9665,159,89,70,"pt","portuguese","por","pt"
"3757","December","Collective Soul",1996,9666,202,63,139,"en","scots","eng","en"
"3758","Papel de Chiclete","Gian & Giovani",1996,9667,88,63,25,"pt","portuguese","por","pt"
"3759","Devagar, Devagarinho","Martinho da Vila",1996,9668,112,50,62,"pt","portuguese","por","pt"
"3760","Sozinho","Raça Negra",1996,9669,109,64,45,"pt","portuguese","por","pt"
"3761","Miss Sarajevo","U2 & Luciano Pavarotti",1996,9670,159,86,73,"it","scots","eng","it"
"3762","La Forza Della Vita","Renato Russo",1996,9671,219,107,112,"it","italian","ita","it"
"3763","The Woman In Me","Shania Twain",1996,9672,121,51,70,"en","english","eng","en"
"3764","How Do U Want It","2Pac (featuring KC & JoJo)",1996,9673,494,272,222,"en","english","eng","en"
"3765","Vermelho","Márcia Freire",1996,9674,286,42,244,"pt","portuguese","por","pt"
"3766","À Primeira Vista","Chico César",1996,9675,174,47,127,"pt","portuguese","glg","pt"
"3767","It's All Come Back To Me Now","Celine Dion",1996,9676,491,127,364,"en","english","eng","en"
"3768","Vem Ser Feliz","Ricardo Chaves",1996,9677,136,30,106,"pt","portuguese","por","pt"
"3769","Mama Africa","Chico César",1996,9678,219,56,163,"pt","portuguese","por","pt"
"3770","Templo","Renata Arruda",1996,9679,35,32,3,"pt","portuguese","por","pt"
"3771","Coração Gelado","José Augusto",1996,9680,473,265,208,"pt","portuguese","por","pt"
"3772","Ibiza Dance","Roupa Nova",1996,9681,30,11,19,"en","catalan","fra","en"
"3773","No Diggitty","BLACKstreet featuring Dr. Dre",1996,9682,529,241,288,"en","scots","eng","en"
"3774","Estoy Aqui","Shakira",1996,9683,228,83,145,"es","spanish","spa","es"
"3775","Coração Sertanejo","Chitãozinho & Xororó",1996,9684,117,50,67,"pt","portuguese","por","pt"
"3776","Head Over Feet","Alanis Morissette",1996,9685,214,85,129,"en","english","eng","en"
"3777","Don't Look Back In Anger","Oasis",1996,9686,222,88,134,"en","scots","eng","en"
"3778","Leva","Placa Luminosa",1996,9687,180,87,93,"pt","portuguese","por","pt"
"3779","Achy Break Heart","Billy Ray Cyrus",1996,9688,208,78,130,"en","english","eng","en"
"3780","Firmamento","Cidade Negra",1996,9689,239,60,179,"pt","portuguese","por","pt"
"3781","Where Do You Go","No Mercy",1996,9690,198,77,121,"en","scots","eng","en"
"3782","Lourinha Bombril","Os Paralamas do Sucesso",1996,9691,174,54,120,"pt","portuguese","por","pt"
"3783","Na Boquinha da Garrafa","Companhia do Pagode",1996,9692,95,30,65,"pt","portuguese","por","pt"
"3784","Bailão de Peão","Chitãozinho & Xororó",1996,9693,135,68,67,"pt","portuguese","por","pt"
"3785","Loungin","LL Cool J",1996,9694,277,157,120,"en","english","eng","en"
"3786","A Feira","O Rappa (Warner)",1996,9695,270,47,223,"pt","portuguese","por","pt"
"3787","Breakfast At Tiffany's","Deep Blue Something",1996,9696,234,67,167,"en","english","eng","en"
"3788","Preciso de Você","Netinho",1996,9697,115,64,51,"pt","portuguese","por","pt"
"3789","Words","Boyzone",1996,9698,156,55,101,"en","english","eng","en"
"3790","Nas Ondas do Partido","Fundo de Quintal",1996,9699,192,75,117,"pt","portuguese","por","pt"
"3791","Tanajura","Negritude Jr.",1996,96100,54,41,13,"pt","portuguese","por","pt"
"3792","Un-Break My Heart","Toni Braxton",1997,9701,253,65,188,"en","scots","eng","en"
"3793","Palpite","Vanessa Rangel",1997,9702,124,47,77,"pt","portuguese","por","pt"
"3794","Lovefool","Cardigans",1997,9703,197,66,131,"en","english","eng","en"
"3795","Depois do Prazer","Só Pra Contrariar",1997,9704,250,80,170,"pt","portuguese","por","pt"
"3796","2 Become 1","Spice Girls",1997,9705,230,79,151,"en","english","eng","en"
"3797","Ralando o Tchan (A Dança do Ventre)","É o Tchan",1997,9706,118,52,66,"pt","portuguese","por","pt"
"3798","Men In Black","Will Smith",1997,9707,403,167,236,"en","english","eng","en"
"3799","Toma Juízo","Zezé Di Camargo & Luciano",1997,9708,133,47,86,"pt","portuguese","por","pt"
"3800","Vem Nhanha","Boquinha da Garrafa",1997,9709,75,49,26,"pt","portuguese","por","pt"
"3801","Eu Busco Uma Estrela","Gian & Giovani",1997,9710,151,51,100,"pt","portuguese","por","pt"
"3802","Don't Speak","No Doubt",1997,9711,216,71,145,"en","scots","eng","en"
"3803","Hard To Say I'm Sorry","AZ Yet featuring Peter Cetera",1997,9712,138,62,76,"en","english","eng","en"
"3804","Conquista","Claudinho & Buchecha",1997,9713,118,31,87,"pt","portuguese","por","pt"
"3805","Mundo dos Sonhos","Katinguelê",1997,9714,88,54,34,"pt","portuguese","por","pt"
"3806","I Don't Want To","Toni Braxton",1997,9715,155,62,93,"en","english","eng","en"
"3807","Something About The Way You Look Tonight","Elton John",1997,9716,186,60,126,"en","scots","eng","en"
"3808","2345 meia 78","Gabriel O Pensador",1997,9717,495,243,252,"pt","portuguese","por","pt"
"3809","Meu Coração Só Quer Chorar","Zezé Di Camargo & Luciano",1997,9718,156,44,112,"pt","portuguese","por","pt"
"3810","Wannabe","Spice Girls",1997,9719,389,92,297,"en","english","sco","en"
"3811","Milla","Netinho",1997,9720,58,48,10,"pt","portuguese","por","pt"
"3812","MMMBop","Hanson",1997,9721,277,74,203,"en","scots","eng","en"
"3813","Barbie Girl","Aqua",1997,9722,248,74,174,"en","english","eng","en"
"3814","Sentinela","Malícia",1997,9723,74,48,26,"pt","portuguese","por","pt"
"3815","Nega Vá","É o Tchan",1997,9724,164,38,126,"pt","portuguese","por","pt"
"3816","Candle In The Wind 1997","Elton John",1997,9725,242,99,143,"en","english","eng","en"
"3817","How Do I Live","LeAnn Rimes",1997,9726,176,46,130,"en","english","eng","en"
"3818","Cantare é d'Amore","Amedeo Minghi",1997,9727,202,124,78,"it","italian","ita","it"
"3819","Utopia","Art Popular",1997,9728,145,117,28,"pt","portuguese","por","pt"
"3820","Minha Gioconda","Chrystian & Ralf/Agnaldo Rayol",1997,9729,155,121,34,"pt","portuguese","por","pt"
"3821","Nobre Vagabundo","Daniela Mercury",1997,9730,193,36,157,"pt","portuguese","por","pt"
"3822","Honey","Mariah Carey",1997,9731,192,74,118,"en","scots","eng","en"
"3823","Uh La La La","Alexia",1997,9732,206,82,124,"en","english","eng","en"
"3824","Bagulho no Bumba","Virgulóides",1997,9733,136,58,78,"pt","portuguese","por","pt"
"3825","Loving Every Minute","Lighthouse Family",1997,9734,176,66,110,"en","english","eng","en"
"3826","Please Don't Go","No Mercy",1997,9735,193,40,153,"en","english","eng","en"
"3827","I Will Come To You","Hanson",1997,9736,235,72,163,"en","english","eng","en"
"3828","Fly","Sugar Ray",1997,9737,244,135,109,"en","english","eng","en"
"3829","Me Dê Uma Chance","Raça Negra",1997,9738,142,76,66,"pt","portuguese","por","pt"
"3830","Foolish Games","Jewel",1997,9739,184,115,69,"en","english","eng","en"
"3831","Engraçadinha","Katinguelê",1997,9740,67,45,22,"pt","portuguese","por","pt"
"3832","Felicidade (Love Of My Life)","Paulo Ricardo",1997,9741,185,68,117,"pt","portuguese","por","pt"
"3833","Nossa Senhora","Chitãozinho & Xororó",1997,9742,179,90,89,"pt","portuguese","por","pt"
"3834","Mineirinho","Só Pra Contrariar",1997,9743,68,46,22,"pt","portuguese","por","pt"
"3835","Fada","Fundo de Quintal",1997,9744,194,59,135,"pt","portuguese","por","pt"
"3836","Peão Apaixonado","Rionegro & Solimões",1997,9745,114,36,78,"pt","portuguese","por","pt"
"3837","All By Myself","Celine Dion",1997,9746,113,43,70,"en","english","eng","en"
"3838","Per Amore","Zizi Possi",1997,9747,151,98,53,"it","italian","ita","it"
"3839","Fim de Semana","Netinho",1997,9748,76,47,29,"pt","portuguese","por","pt"
"3840","Cerveja","Leandro & Leonardo",1997,9749,80,26,54,"pt","portuguese","por","pt"
"3841","Coral de Anjos","Sensação",1997,9750,78,61,17,"pt","portuguese","por","pt"
"3842","É Minha Vida","Zezé Di Camargo & Luciano",1997,9751,93,63,30,"pt","portuguese","por","pt"
"3843","Bitch","Meredith Brooks",1997,9752,195,108,87,"en","scots","eng","en"
"3844","Time To Say Goodbye","Sarah Brightman & Andrea Bocelli",1997,9753,121,48,73,"it","italian","ita","it"
"3845","I Want You","Savage Garden",1997,9754,282,98,184,"en","english","eng","en"
"3846","Chance","Claudinho & Buchecha",1997,9755,140,82,58,"en","scots","eng","en"
"3847","Pipoca","Ara Ketu",1997,9756,149,26,123,"pt","portuguese","por","pt"
"3848","Santeria","Sublime",1997,9757,176,93,83,"en","english","eng","en"
"3849","How Could An Angel Break My Heart","Toni Braxton",1997,9758,160,79,81,"en","scots","eng","en"
"3850","Alone","Bee Gees",1997,9759,101,31,70,"en","scots","eng","en"
"3851","I Believe I Can Fly","R. Kelly",1997,9760,201,61,140,"en","english","eng","en"
"3852","Dança da Vassoura","Molejo",1997,9761,502,43,459,"pt","portuguese","por","pt"
"3853","You Were Meant For Me","Jewel",1997,9762,267,149,118,"en","scots","eng","en"
"3854","Quando a Gente Ama Demais","Zezé Di Camargo & Luciano",1997,9763,166,64,102,"pt","portuguese","por","pt"
"3855","So Beautiful","Chris DeBurgh",1997,9764,181,84,97,"en","english","eng","en"
"3856","Virtual Insanity","Jamiroquai",1997,9765,282,128,154,"en","english","eng","en"
"3857","Number One","Alexia",1997,9766,238,112,126,"pt","portuguese","por","pt"
"3858","More Than This","10,000 Maniacs",1997,9767,109,46,63,"en","scots","eng","en"
"3859","Impossível Acreditar Que Perdi Você","Fábio Jr.",1997,9768,92,47,45,"pt","portuguese","por","pt"
"3860","Só Você","Fábio Jr.",1997,9769,150,46,104,"pt","portuguese","por","pt"
"3861","Rapunzel","Daniela Mercury",1997,9770,133,36,97,"pt","portuguese","por","pt"
"3862","Where Have All The Cowboys Gone","Paula Cole",1997,9771,212,102,110,"en","english","eng","en"
"3863","Todo Amor Que Houver Nessa Vida","Cássia Eller",1997,9772,99,63,36,"pt","portuguese","por","pt"
"3864","Maracatu Atômico","Chico Science & Nação Zumbi",1997,9773,169,74,95,"pt","portuguese","por","pt"
"3865","É Só Dizer O Preço","Chrystian & Ralf",1997,9774,94,71,23,"pt","portuguese","por","pt"
"3866","Eterno Amanhecer","Exaltasamba",1997,9775,117,79,38,"pt","portuguese","por","pt"
"3867","Say You'll Be Mine","Spice Girls",1997,9776,143,46,97,"en","english","eng","en"
"3868","Can't Nobody Hold Me Down","Puff Daddy",1997,9777,455,269,186,"en","scots","eng","en"
"3869","Discotheque","U2",1997,9778,199,71,128,"en","scots","eng","en"
"3870","I Believe In You And Me","Whitney Houston",1997,9779,151,70,81,"en","english","eng","en"
"3871","The Freshmen","The Verve Pipe",1997,9780,273,93,180,"en","english","eng","en"
"3872","Don't Cry For Me Argentina","Madonna",1997,9781,180,111,69,"en","english","eng","en"
"3873","Song 2","Blur",1997,9782,86,36,50,"en","english","eng","en"
"3874","For You I Will","Monica",1997,9783,323,91,232,"en","english","eng","en"
"3875","Fly Like An Eagle","Seal",1997,9784,153,38,115,"en","english","eng","en"
"3876","Buribai","Bragadá",1997,9785,312,63,249,"pt","portuguese","por","pt"
"3877","Vivendo Por Viver","Zezé Di Camargo & Luciano",1997,9786,167,93,74,"pt","portuguese","por","pt"
"3878","Outra Chance","Cleiton & Camargo",1997,9787,171,71,100,"pt","portuguese","por","pt"
"3879","Beija, Me Beija, Me Beija","Simone",1997,9788,52,40,12,"pt","portuguese","por","pt"
"3880","Incancelabille","Laura Pausini",1997,9789,155,74,81,"it","italian","ita","it"
"3881","I'll Be Missing You","Puff Daddy & Faith Evans",1997,9790,411,164,247,"en","english","eng","en"
"3882","Adoled","Planet Hemp",1997,9791,234,146,88,"pt","portuguese","por","pt"
"3883","Pertinho de Você","Alô Som",1997,9792,96,39,57,"pt","portuguese","por","pt"
"3884","Unicamente","Deborah Blando",1997,9793,168,107,61,"pt","portuguese","por","pt"
"3885","Semi-Charmed Life","Third Eye Blind",1997,9794,371,179,192,"en","scots","eng","en"
"3886","Come Into My Life","Gala",1997,9795,192,90,102,"en","english","eng","en"
"3887","Eu Tenho Pressa","Devotos do Ódio",1997,9796,41,16,25,"pt","portuguese","por","pt"
"3888","A Little Bit Of Ecstasy","Jocelyn Enriquez",1997,9797,83,23,60,"en","english","sco","en"
"3889","So Help Me Girl","Gary Barlow",1997,9798,136,76,60,"en","scots","eng","en"
"3890","Maria","Ricky Martin",1997,9799,455,134,321,"en","english","eng","en"
"3891","Festa da Música","Gabriel O Pensador",1997,97100,579,368,211,"pt","portuguese","por","pt"
"3892","Immortality","Celine Dion & Bee Gees (Sony)",1998,9801,170,90,80,"en","english","eng","en"
"3893","Cada Volta é Um Recomeço","Zezé Di Camargo & Luciano (Sony)",1998,9802,171,71,100,"pt","portuguese","por","pt"
"3894","Liberar Geral","Terra Samba (RGE)",1998,9803,256,33,223,"pt","portuguese","por","pt"
"3895","Torn","Natalie Imbruglia (BMG)",1998,9804,224,101,123,"en","english","eng","en"
"3896","Adia","Sarah McLachlan (BMG)",1998,9805,147,56,91,NA,"romanian","suk",NA
"3897","Truly Madly Deeply","Savage Garden (Sony)",1998,9806,236,90,146,"en","english","eng","en"
"3898","You're Still The One","Shanie Twain (Universal)",1998,9807,201,59,142,"en","english","eng","en"
"3899","Cachimbo da Paz","Gabriel O Pensador (Sony)",1998,9808,573,256,317,"pt","portuguese","por","pt"
"3900","Mineirinho","Só Pra Contrariar (BMG)",1998,9809,68,46,22,"pt","portuguese","por","pt"
"3901","My Heart Will Go On","Celine Dion (Sony)",1998,9810,121,61,60,"en","english","eng","en"
"3902","Too Much","Spice Girls (Virgin)",1998,9811,481,179,302,"en","scots","eng","en"
"3903","Quando é Amor","Só Pra Contrariar (BMG)",1998,9812,226,67,159,"pt","portuguese","por","pt"
"3904","É Preciso Saber Viver","Titãs (Warner)",1998,9813,127,37,90,"pt","portuguese","por","pt"
"3905","Mal-Acostumada","Ara Ketu (Sony)",1998,9814,115,45,70,"pt","portuguese","por","pt"
"3906","Inaraí","Katinguelê (Continental)",1998,9815,315,64,251,"pt","portuguese","por","pt"
"3907","Inesquecível","Sandy & Junior (Universal)",1998,9816,158,78,80,"pt","portuguese","por","pt"
"3908","Something About The Way You Look Tonight","Elton John (Universal)",1998,9817,186,60,126,"en","scots","eng","en"
"3909","Cartão Postal","Exaltasamba (EMI)",1998,9818,186,49,137,"pt","portuguese","por","pt"
"3910","Quit Playing Games (With My Heart)","Backstreet Boys (Virgin)",1998,9819,254,70,184,"en","english","eng","en"
"3911","Vem Meu Amor","Banda Eva (Universal)",1998,9820,270,58,212,"pt","portuguese","por","pt"
"3912","Deu Medo","Leandro & Leonardo (BMG)",1998,9821,124,59,65,"pt","portuguese","por","pt"
"3913","Quero Te Encontrar","Claudinho & Buchecha (Universal)",1998,9822,218,62,156,"pt","portuguese","por","pt"
"3914","Ela é Demais","Rick & Renner (Continental)",1998,9823,182,55,127,"pt","portuguese","por","pt"
"3915","Amarelinha","Art Popular (EMI)",1998,9824,151,59,92,"pt","french","por","pt"
"3916","As Long As You Love Me","Backstreet Boys (Virgin)",1998,9825,218,77,141,"en","english","eng","en"
"3917","Dois","Paulo Ricardo (Universal)",1998,9826,180,85,95,"pt","portuguese","por","pt"
"3918","Arerê","Banda Eva (Universal)",1998,9827,242,39,203,"pt","portuguese","por","pt"
"3919","Pra Não Pensar Em Você","Zezé Di Camargo & Luciano (Sony)",1998,9828,203,69,134,"pt","portuguese","por","pt"
"3920","S.N.S. (Só no Sapatinho)","Só no Sapatinho (Warner)",1998,9829,343,140,203,NA,"scots","ace",NA
"3921","My All","Mariah Carey (Sony)",1998,9830,143,60,83,"en","english","eng","en"
"3922","Mundo de Oz","Soweto (EMI)",1998,9831,157,63,94,"pt","portuguese","por","pt"
"3923","Heloísa, Mexe a Cadeira","Vinny (Indie)",1998,9832,141,35,106,"pt","rumantsch","por","pt"
"3924","How Could An Angel Break My Heart","Toni Braxton (BMG)",1998,9833,160,79,81,"en","scots","eng","en"
"3925","Resposta","Skank (Sony)",1998,9834,243,58,185,"pt","portuguese","por","pt"
"3926","Te Amo Cada Vez Mais","João Paulo & Daniel (Continental)",1998,9835,149,61,88,"pt","portuguese","por","pt"
"3927","Show Me Love","Robyn (BMG)",1998,9836,176,86,90,"en","english","eng","en"
"3928","Presente de Um Beija-Flor","Nativus (EMI)",1998,9837,295,102,193,"pt","portuguese","por","pt"
"3929","Never Ever","All Saints (Universal)",1998,9838,475,138,337,"en","scots","eng","en"
"3930","Preciso Dar Um Tempo","Raça Negra (RGE)",1998,9839,89,50,39,"pt","portuguese","por","pt"
"3931","A Nova Loira do Tchan","É O Tchan (Universal)",1998,9840,152,39,113,"pt","spanish","por","pt"
"3932","I Will Come To You","Hanson (Universal)",1998,9841,235,72,163,"en","english","eng","en"
"3933","Pertinho","Katinguelê (Continental)",1998,9842,109,40,69,"pt","portuguese","por","pt"
"3934","High","Lighthouse Family (Universal)",1998,9843,135,67,68,"pt","portuguese","por","pt"
"3935","Janaína","Biquini Cavadão (BMG)",1998,9844,158,70,88,"pt","portuguese","por","pt"
