Nome.x,Artista.x,Ano,ID,Nome.y,Artista.y,Letra,Idioma,topico_hdp
Quando Gira o Mundo,Fábio Jr.,1986,8605,Quando Gira o Mundo (Que No Se Acabe El Mundo),Fábio Jr.,"Tudo, tudo pode acontecer
Feche os olhos, solte o seu prazer
Quando o sonho traz
A vida traz
Tudo, tudo pode o amor ganhar
Passe o tempo, passe o que passar
A noite vem
O dia vai
Quando gira o mundo e alguém chega ao fundo de um ser humano
Há uma estrela solta pelo céu da boca se alguém diz: Te amo
E uma esperança desce junto com a madrugada
Como o Sol surgindo, cada vez mais lindo, pela nossa estrada
Quando gira o mundo e alguém chega ao fundo de um ser humano
Há uma estrela solta pelo céu da boca se alguém diz: Te amo
E uma esperança desce junto com a madrugada
Como o Sol surgindo, cada vez mais lindo, pela nossa estrada
Esqueça, então, o não e o talvez
Diga sim, esta é a sua vez
É o seu amor
Que vai chegar
Quando gira o mundo e alguém chega ao fundo de um ser humano
Há uma estrela solta pelo céu da boca se alguém diz: Te amo
E uma esperança desce junto com a madrugada
Como o Sol surgindo, cada vez mais lindo, pela nossa estrada
Quando gira o mundo e alguém chega ao fundo de um ser humano
Há uma estrela solta pelo céu da boca se alguém diz: Te amo
E uma esperança desce junto com a madrugada
Como o Sol surgindo, cada vez mais lindo, pela nossa estrada
Quando gira o mundo e alguém chega ao fundo de um ser humano
Há uma estrela solta pelo céu da boca se alguém diz: Te amo
E uma esperança desce junto com a madrugada
Como o Sol surgindo, cada vez mais lindo, pela nossa estrada",pt,2
Alagados,Os Paralamas do Sucesso,1986,8607,Alagados,Os Paralamas do Sucesso,"Todo dia o Sol da manhã vem e lhes desafia
Traz do sonho pro mundo, quem já não o queria
Palafitas, trapiches, farrapos
Filhos da mesma agonia
E a cidade que tem braços abertos num cartão postal
Com os punhos fechados na vida real
Lhes nega oportunidades
Mostra a face dura do mal
Alagados, Trenchtown, Favela da Maré
A esperança não vem do mar
Nem das antenas de TV
A arte é de viver da fé
Só não se sabe fé em quê
A arte é de viver da fé
Só não se sabe fé em quê
Todo dia o Sol da manhã
Vem e lhes desafia
Traz do sonho pro mundo
Quem já não o queria
Palafitas, trapiches, farrapos
Filhos da mesma agonia
E a cidade que tem braços abertos num cartão postal
Com os punhos fechados na vida real
Lhes nega oportunidades
Mostra a face dura do mal
Alagados, Trenchtown, Favela da Maré
A esperança não vem do mar
Nem das antenas de TV
A arte é de viver da fé
Só não se sabe fé em quê
A arte é de viver da fé
Só não se sabe fé em quê
Alagados, Trenchtown, Favela da Maré
A esperança não vem do mar
Nem das antenas de TV
A arte é de viver da fé
Só não se sabe fé em quê
A arte é de viver da fé
Só não se sabe fé em quê
Alagados, Trenchtown, Favela da Maré
A esperança não vem do mar
Nem das antenas de TV
A arte é de viver da fé
Só não se sabe fé em quê
A arte é de viver da fé
Só não se sabe fé em quê
Alagados, Trenchtown, Favela da Maré
A esperança não vem do mar
Nem das antenas de TV
A arte de viver da fé
Só não se sabe fé em quê
A arte é de viver da fé
Mas a arte de viver da fé
Só não se sabe fé em quê
A arte é de viver da fé
Só não se sabe fé em quê
A arte é de viver da fé",pt,1
Sina,Djavan,1986,8608,Sina,Djavan,"Pai e mãe, ouro de mina
Coração, desejo e sina
Tudo mais, pura rotina, jazz
Tocarei seu nome pra poder falar de amor
Minha princesa, art-nouveau da natureza
Tudo o mais, pura beleza, jazz
A luz de um grande prazer
É irremediável neon
Quando o grito do prazer
Açoitar o ar, réveillon
O luar, estrela-do-mar
O Sol e o dom
Quiçá, um dia, a fúria desse front
Virá lapidar o sonho até gerar o som
Como querer caetanear o que há de bom
O luar, estrela-do-mar
O Sol e o dom
Quiçá, um dia, a fúria desse front
Virá lapidar o sonho até gerar o som
Como querer caetanear o que há de bom
Yeah, yeah, yeah
Pai e mãe, ouro de mina
Coração, desejo e sina
Tudo o mais, pura rotina, jazz
Tocarei seu nome pra poder falar de amor
Minha princesa, art-nouveau da natureza
Tudo o mais, pura beleza, jazz
A luz de um grande prazer
É irremediável neon
Quando o grito do prazer
Açoitar o ar, réveillon
O luar, estrela-do-mar
O Sol e o dom
Quiçá, um dia, a fúria desse front
Virá lapidar o sonho até gerar o som
Como querer caetanear o que há de bom
O luar, estrela do mar
O Sol e o dom
Quiçá, um dia, a fúria desse front
Virá lapidar o sonho até gerar o som
Como querer caetanear o que há de bom
Yeah, yeah, yeah
Yeah, yeah, yeah
Yeah
Yeah",pt,1
Aauu,Titãs,1986,8612,AA UU,Titãs,"AA UU
AA UU
AA UU
AA UU
Estou ficando louco de tanto pensar
Estou ficando rouco de tanto gritar
Estou ficando louco de tanto pensar
Estou ficando rouco de tanto gritar
AA UU
AA UU
AA UU
AA UU
Eu como, eu durmo
Eu durmo, eu como
Eu como, eu durmo
Eu durmo, eu como
Está na hora de acordar
Está na hora de deitar
Está na hora de almoçar
Está na hora de jantar
Está na hora de acordar
Está na hora de deitar
Está na hora de almoçar
Está na hora de jantar
AAAAAAAA
AA UU
AA UU
AA UU
AA UU
AA UU
AA UU
AA UU
AA UU
Estou ficando cego de tanto enxergar
Estou ficando surdo de tanto escutar
Estou ficando cego de tanto enxergar
Estou ficando surdo de tanto escutar
AA UU
AA UU
AA UU
AA UU
Não como, não durmo
Não durmo, não como
Não como, não durmo
Não durmo, não como
Está na hora de acordar
Está na hora de deitar
Está na hora de almoçar
Está na hora de jantar
Está na hora de acordar
Está na hora de deitar
Está na hora de almoçar
Está na hora de jantar
AAAAAAAA
Aa! Uu!
Aa! Uu!
Aa! Uu!
Aa! Uu!",pt,29
Só Pro Meu Prazer,Heróis da Resistência,1986,8613,Só Pro Meu Prazer,Heróis da Resistência,"Não fala nada deixa tudo assim por mim
Eu não me importo se nós não somos bem assim
É tudo real nas minhas mentiras
E assim não faz mal
E assim não me faz mal não
Noite e dia se completam o nosso amor e ódio eterno
Eu te imagino, eu te conserto eu faço a cena que eu quiser
Eu tiro a roupa pra você minha maior ficção de amor
Eu te recriei, só pro meu prazer
Só pro meu prazer
Não venha agora com essas insinuações
Dos seus defeitos ou de algum medo normal
Será que você, não é nada que eu penso
Também se não for não faz mal
Não me faz mal não
Noite e dia se completam o nosso amor e ódio eterno
Eu te imagino, eu te conserto eu faço a cena que eu quiser
Eu tiro a roupa pra você minha maior ficção de amor
Eu te recriei, só pro meu prazer
Noite e dia se completam o nosso amor e ódio eterno
Eu te imagino, eu te conserto eu faço a cena que eu quiser
Eu tiro a roupa pra você minha maior ficção de amor
Eu te recriei, só pro meu prazer
Só pro meu prazer",pt,1
Índios,Legião Urbana,1986,8616,Índios,Legião Urbana,"Quem me dera, ao menos uma vez
Ter de volta todo o ouro que entreguei a quem
Conseguiu me convencer que era prova de amizade
Se alguém levasse embora até o que eu não tinha
Quem me dera, ao menos uma vez
Esquecer que acreditei que era por brincadeira
Que se cortava sempre um pano de chão
De linho nobre e pura seda
Quem me dera, ao menos uma vez
Explicar o que ninguém consegue entender
Que o que aconteceu ainda está por vir
E o futuro não é mais como era antigamente
Quem me dera, ao menos uma vez
Provar que quem tem mais do que precisa ter
Quase sempre se convence que não tem o bastante
Fala demais por não ter nada a dizer
Quem me dera, ao menos uma vez
Que o mais simples fosse visto como o mais importante
Mas nos deram espelhos
E vimos um mundo doente
Quem me dera, ao menos uma vez
Entender como um só Deus ao mesmo tempo é três
E esse mesmo Deus foi morto por vocês
É só maldade, então, deixar um Deus tão triste
Eu quis o perigo e até sangrei sozinho, entenda
Assim pude trazer você de volta pra mim
Quando descobri que é sempre só você
Que me entende do início ao fim
E é só você que tem a cura pro meu vício de insistir
Nessa saudade que eu sinto
De tudo que eu ainda não vi
Quem me dera, ao menos uma vez
Acreditar por um instante em tudo que existe
Acreditar que o mundo é perfeito
E que todas as pessoas são felizes
Quem me dera, ao menos uma vez
Fazer com que o mundo saiba que seu nome
Está em tudo e mesmo assim
Ninguém lhe diz ao menos: Obrigado
Quem me dera, ao menos uma vez
Como a mais bela tribo
Dos mais belos índios
Não ser atacado por ser inocente
Eu quis o perigo e até sangrei sozinho, entenda
Assim pude trazer você de volta pra mim
Quando descobri que é sempre só você
Que me entende do início ao fim
E é só você que tem a cura pro meu vício de insistir
Nessa saudade que eu sinto
De tudo que eu ainda não vi
Nos deram espelhos e vimos um mundo doente
Tentei chorar e não consegui",pt,1
Perigo,Zizi Possi,1986,8617,Perigo,Zizi Possi,"Nem quero saber
Se o clima é pra romance
Eu vou deixar correr
De onde isso vem?
Se eu tenho alguma chance
A noite vai dizer
Nisso todo mundo é igual
Hum! Hum! Hum! Hum!
Anjo do bem
Gênio do mal
Perigo é ter você
Perto dos olhos
Mas longe do coração
Perigo é ver você
Assim sorrindo
Isso é muita tentação
Teus olhos, teu sorriso
Uma noite
Nem quero saber
Se o clima pra romance
Eu vou deixar correr
De onde isso vem?
Se eu tenho alguma chance
A noite vai dizer
Nisso todo mundo é igual
Hum! Hum! Hum! Hum! Hum!
Anjo do bem
Gênio do mal
Perigo é ter você
Perto dos olhos
Mas longe do coração
Perigo é ver você
Assim sorrindo
Isso é muita tentação
Teus olhos, teu sorriso
Uma noite
Nisso todo mundo é igual
Hum! Hum! Hum! Hum! Hum!
Anjo do bem
Gênio do mal
Perigo é ter você
Perto dos olhos
Mas longe do coração
Perigo é ver você
Assim sorrindo
Isso é muita tentação
Perigo é ter você
Perto dos olhos
Mas longe do coração
Perigo é ver você
Assim sorrindo
Isso é muita tentação
Teus olhos, teu sorriso
Uma noite
Perigo é ter você
Perto dos olhos
Mas longe do coração
Perigo é ver você
Assim sorrindo
Isso é muita tentação
Perigo é ter você
Perto dos olhos
Mas longe do coração
Perigo é ver você
Assim sorrindo
Isso é muita tentação
Teus olhos, teu sorriso
Uma noite
Perigo é ter você!
Perigo é ter você!
Perigo é ter você!
Perigo é ter você!",pt,1
Só Pra Contrariar,Fundo de Quintal,1986,8622,Só Pra Contrariar,Fundo de Quintal,"Só pra contrariar
Eu não fui mais na favela
Só pra contrariar
Não desfilei na Portela
Só pra contrariar
Pus a cara na janela
Só pra contrariar
Eu não fiz amor com ela
Contrariei, sabendo que ainda era a mais bela
E tinha malandro ligado na dela
Que nunca deu bola, que nunca deu trela
Contrariei, revelando segredo que não se revela
Só pra contrariar, ela ainda é donzela
Só pra contrariar
Eu não fui mais na favela
Só pra contrariar
Não desfilei na Portela
Só pra contrariar
Pus a cara na janela
Só pra contrariar
Eu não fiz amor com ela
Contrariei, e acho que dei um bico na canela
Desprezando o que todo o mundo zela
Como tufo, jóia, escultura ou tela
Contrariei, mas essa castidade abri a fivela
Só pra contrariar. ela ainda é donzela
Só pra contrariar
Eu não fui mais na favela
Só pra contrariar
Não desfilei na Portela
Só pra contrariar
Pus a cara na janela
Só pra contrariar
Eu não fiz amor com ela",pt,1
Transas,Ritchie,1986,8623,Transas,Ritchie,"Tanto tempo faz que a gente transa
E não se conversou
Tanto vício, tanta fuga pra saber
Se é amor
Sei que você pensa que passa e vai
Só transas
Faz de conta que não se quer mais
É transa e tanto faz
Quando se quer mais
A gente diz ""bye-bye""
A gente quer mais
E finge que satisfaz
É moderno, é certo, sei que muitos querem
Essa forma de amor
Se chega perto, é certo, sem paixão
Mas também sem dor
A gente pensa que isso passa e vai
Só transas
Faz de conta que não se ama mais
É transa e tanto faz
E quando se quer mais
A gente diz ""bye-bye""
A gente quer mais
E finge que satisfaz
A gente pensa que isso passa e vai
Só transas
Faz de conta que não se ama mais
É transa e tanto faz
E quando se quer mais
A gente diz ""bye-bye""
A gente quer mais, mais, mais, mais
E finge que satisfaz
Quando se quer mais
A gente diz ""bye-bye, baby, bye-bye""
Quando se quer mais
E finge que satisfaz
A gente quer mais",pt,1
Joga Fora,Sandra Sá,1986,8624,Joga Fora,Sandra de Sá,"É!
Cansei já não dá mais
Você pisou demais
Prá frente é que se anda
A vida leva e traz...
A paz que eu quero ter
Tão longe de você
Eu sei que vai ser duro
Mas tenho que esquecer...
Vou jogar fora no lixo
Vou jogar fora no lixo
Jogar fora no li
Ih Ih Ih Xo!...(2x)
Vou deitar com a solidão
Dormir dizendo ""não""
Sonhar que estou te amando
Rasgando o coração...
E quando o sol chegar
Eu vou te procurar
Te dar mais uma chance
E se não acertar...
Vou jogar fora no lixo
Vou jogar fora no lixo
Jogar fora no li
Ih Ih Ih Xo!...(2x)
Vou deitar com a solidão
Dormir dizendo ""não""
Sonhar que estou te amando
Rasgando o coração...
E quando o sol chegar
Eu vou te procurar
Te dar mais uma chance
E se não acertar...
Vou jogar fora no lixo
Vou jogar fora no lixo
Jogar fora no li
Ih Ih Ih Xo!...(2x)
Joga, Joga
joga, Joga
Joga, Joga
Joga Fora!...(3x)
Joga, Joga
Joga!
Vou jogar fora no lixo
Vou jogar fora no lixo
Jogar fora no li
Ih Ih Ih Xo!...(5x)",pt,1
Nem Um Toque,Rosana,1986,8625,Nem Um Toque,Rosana,"Tanta coisa pra dizer
E a gente nem se fala
Nem um toque
Tudo vai ficando assim
No barzinho da esquina
Quase a gente se esbarra
Nem um toque
Tudo vai ficando assim
Você chega com os amigos
Faz o tipo que me agrada
Faz de tudo
Pra chamar minha atenção
Passa a mão pelo cabelo
E me olha pelo espelho
Faz de tudo
Pra chamar minha atenção
Olho pro casal da mesa ao lado
Beijos e abraços apertados
E eu querendo te dizer
Muito prazer
E na fantasia do momento
Quem de nós vai resistir mais tempo?
Meu olhar procura o teu mais uma vez
Não posso me conter
Nem um toque e eu querendo
Dizer muito prazer
Nem um toque e eu sonhando
Sonhando com você
Nem um toque e eu querendo
Dizer muito prazer
Nem um toque e eu sonhando
Sonhando com você
Você chega com os amigos
Faz o tipo que me agrada
Faz de tudo
Pra chamar minha atenção
Passa a mão pelo cabelo
E me olha pelo espelho
Faz de tudo
Pra chamar minha atenção
Olho pro casal da mesa ao lado
Beijos e abraços apertados
E eu querendo te dizer
Muito prazer
E na fantasia do momento
Quem de nós vai resistir mais tempo?
Meu olhar procura o teu mais uma vez
Não posso me conter
Nem um toque e eu querendo
Dizer muito prazer
Nem um toque e eu sonhando
Sonhando com você
Nem um toque e eu querendo
Dizer muito prazer
Nem um toque e eu sonhando
Nem um toque e eu
Sonhando com você
Nem um toque e eu
Querendo dizer
Querendo dizer
Muito prazer",pt,1
Decadence Avec Elegance,Lobão & Os Ronaldos,1986,8628,Décadence Avec Élégance,Lobão,"Há muito tempo que eu já dizia
Toda essa chinfra não te garante
Você não sabe arte de saber andar
Nem de salto alto, nem de escada rolante
Sua vida não tem muito sentido
Sempre em dia com o seu atraso
Mas e daí ela se acha tão chic
Troca seu destino por qualquer acaso
E perdeu a pose
Décadence avec élégance
Décadence avec élégance
Ou ou ou ou ou ou ou ou ou
Ela diz pra mim ""seja um bom rapaz
Pratique algum esporte, tenha bons ideais""
Afinal de contas o fim do mundo não é nenhum fim de mundo
E se for, descanse em paz
E no final da madrugada perambulando pelos bordéis
Décadence é melhor viver
Dez anos a mil
Do que mil anos a dez
Décadence avec élégance
Décadence avec élégance
Ou ou ou ou ou ou ou ou ou
Décadence avec élégance
Décadence avec élégance
Ou ou ou ou ou ou ou ou ou",pt,1
Tempo Perdido,Legião Urbana,1986,8630,Tempo Perdido,Legião Urbana,"Todos os dias quando acordo
Não tenho mais o tempo que passou
Mas tenho muito tempo
Temos todo tempo do mundo
Todos os dias, antes de dormir
Lembro e esqueço como foi o dia
Sempre em frente
Não temos tempo a perder
Nosso suor sagrado
É bem mais belo que esse sangue amargo
E tão sério
E selvagem
Selvagem
Selvagem
Veja o Sol dessa manhã tão cinza
A tempestade que chega é da cor dos teus olhos
Castanhos
Então me abraça forte
Me diz mais uma vez que já estamos
Distantes de tudo
Temos nosso próprio tempo
Temos nosso próprio tempo
Temos nosso próprio tempo
Não tenho medo do escuro
Mas deixe as luzes acesas
Agora
O que foi escondido é o que se escondeu
E o que foi prometido ninguém prometeu
Nem foi tempo perdido
Somos tão jovens
Tão jovens
Tão jovens",pt,1
Música Urbana,Capital Inicial,1986,8632,Música Urbana,Capital Inicial,"Contra todos
E contra ninguém
O vento quase sempre
Nunca tanto diz
Estou só esperando
O que vai acontecer
Eu tenho pedras
Nos sapatos
Onde os carros
Estão estacionados
Andando por ruas
Quase escuras
Os carros passam
Contra todos
E contra ninguém
O vento quase sempre
Nunca tanto diz
Estou só esperando
O que vai acontecer
Eu tenho pedras
Nos sapatos
Onde os carros
Estão estacionados
Andando por ruas
Quase escuras
Os carros passam
As ruas têm cheiro
De gasolina e óleo diesel
Por toda a plataforma
Toda plataforma
Toda a plataforma
Você não vê a torre
Tudo errado, mas tudo bem
Tudo quase sempre
Como eu sempre quis
Sai da minha frente
Que agora eu quero ver
Não me importam os seus atos
Eu não sou mais um desesperado
Se ando por ruas quase escuras
As ruas passam
Tudo errado, mas tudo bem
Tudo quase sempre
Como eu sempre quis
Sai da minha frente
Que agora eu quero ver
Não me importam os seus atos
Eu não sou mais um desesperado
Se eu ando por ruas quase escuras
As ruas passam
As ruas têm cheiro
De gasolina e óleo diesel
Por toda a plataforma
Toda plataforma
Toda a plataforma
Você não vê a torre",pt,6
Só o Fim,Camisa de Venus,1986,8633,Só o Fim,Camisa de Vênus,"Se o chão abriu sob os seus pés
E a segurança, sumiu da faixa
Se as peças estão todas soltas
E nada mais encaixa
Ôh, crianças! Isso é só o fim
Isso é só o fim
Ôh, crianças! Isso é só o fim
Isso é só o fim
Algo que você não identifica
Insiste em lhe atormentar
Você implora por proteção
Não sabe como vai acabar
Ôh, crianças! Isso é só o fim
Isso é só o fim
Ôh, crianças! Isso é só o fim
Isso é só o fim
Ôh, crianças! Isso é só o fim
Isso é só o fim
Ôh, crianças! Isso é só o fim
Isso é só o fim
Esse calor insuportável
Não abranda o frio da alma
A vida já não é tão segura
E nada mais lhe acalma
Ôh, crianças! Isso é só o fim
Isso é só o fim
Ôh, crianças! Isso é só o fim
Isso é só o fim
Sempre acorda angustiado
E apressado vai a rua
Mas mesmo assim acordado
O pesadelo continua
Ôh, crianças! Isso é só o fim
Isso é só o fim
Ôh, crianças! Isso é só o fim
Isso é só o fim
Oh, senhoras! Isso é só o fim
Isso é só o fim
Oh! Senhores! Mas, isso é só o fim
Mas, isso é só o fim
É só o fim, é só o fim
É só, é só
É só, é só o fim
Só, só, só o fim
É só o fim, só o fim
É só o fim, só o fim
Isso, isso é só o fim",pt,134
Julieta,Sandro Becker,1986,8636,Julieta,Sandro Becker,"Olha aí rapaziada... a Julieta tá me chamando
Vamo ver pra que que é?
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Maria preta escreveu na tabuleta, quem tiver
Dinheiro come, quem não tem toca pandeiro
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Eu vinha no caminho e encontrei um urubu
Pisei no rabo dele ele mandou tomar cuidado
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Atrás daquele morro moram dois caras batutas
Um é filho do Zé, e o outro não é
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Eu conheço uma menina que se chama Julieta
Ela tem o dedo fino de tanto tocar piano
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
O véio e a véia foram buscar água na bica
A véia escorregou e o véio passou-lhe a perna
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Cachorro quando late no buraco do tatu
Sai espuma pela boca e chocolate pela orelha
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Atrás daquele morro tem um pé de araçá
Toda vez que eu vou lá me dá vontade de cantar
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Tava tomando banho, o telefone tocou
Enrolei-me na toalha, e a toalha escorregou
Apareceu a Margarida olê olê olá apareceu a Margarida olê
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Quando eu morrer me enterre na cova funda
Se não vem um urubu pra comer a minha perna
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Ô seu ferreiro sinhô não acha que tá caro
Pra fazer um capacete pra cabeça do canário
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Eu conheço uma menina que se chama Doroteia
Ela tá muito doente, ela tá com resfriado
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Meu avião não cai, o meu barco não afunda
Menina eu quero ver o balançar da sua saia
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Eu tenho uma prima que se chama Marilú
Ela tem as perna aberta de tanto tomar café
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Eu tenho um passarinho que se chama papagaio
Ele tem uma pinta preta bem na ponta do nariz
Julieta tá, tá me chamando
Julieta tá, tá me chamando
Namoro uma garota que se chama Marieta
Ela tem uma saia curta que aparece a etiqueta
Julieta-tá, tá me chamando
Julieta-tá, tá me chamando
Eu fiz essa música lá na beira de um rio
E quem não gostou",pt,1
Toda Forma de Poder,Engenheiros do Hawaii,1986,8639,Toda Forma de Poder,Engenheiros do Hawaii,"Eu presto atenção no que eles dizem
Mas eles não dizem nada (yeah, yeah)
Fidel e Pinochet tiram sarro de você
Que não faz nada (yeah, yeah)
E eu começo a achar normal que algum boçal
Atire bombas na embaixada (yeah, yeah)
(Uou, uou)
Se tudo passa, talvez você passe por aqui
E me faça esquecer tudo que eu vi
Se tudo passa, talvez você passe por aqui
E me faça esquecer
Toda forma de poder
É uma forma de morrer por nada (yeah, yeah)
Toda forma de conduta
Se transforma numa luta armada (uou, uou)
A história se repete
Mas a força deixa a história mal contada
Tada, tada, tada, tada
Tada, tada, tada, tada
Tada, tada, tada, oh
Se tudo passa, talvez você passe por aqui
E me faça esquecer tudo que eu vi
Se tudo passa, talvez você passe por aqui
E me faça esquecer
E o fascismo é fascinante
E deixa gente ignorante fascinada (uou, oh)
É tão fácil ir adiante e se esquecer
Que a coisa toda tá errada (uou, yeah)
Eu presto atenção no que eles dizem
Mas eles não dizem nada
Nada, nada, nada, nada
Nada, nada, nada, nada
Nada, nada, nada, não
Se tudo passa, talvez você passe por aqui
E me faça esquecer tudo que eu vi
Se tudo passa, talvez você passe por aqui
E me faça esquecer
Se tudo passa, talvez você passe por aqui
E me faça esquecer tudo que eu vi
Se tudo passa, talvez você passe por aqui
E me faça esquecer (oh)
Yeah, oh",pt,2
Garotos,Kid Abelha,1986,8640,Garotos,Kid Abelha,"Garotos gostam de iludir
Sorriso, planos
Promessas demais
Eles escondem
O que mais querem
Que eu seja a outra
Entre outras iguais
São sempre os mesmos sonhos
De quantidade e tamanho
Garotos fazem tudo igual
E quase nunca chegam ao fim
Talvez você seja melhor
Que os outros
Talvez, quem sabe
Goste de mim
São sempre os mesmos sonhos
De quantidade e tamanho
Garotos perdem tempo pensando
Em brinquedos e proteção
Romance de estação
Desejo sem paixão
Qualquer truque
Contra a emoção
Garotos perdem tempo pensando
Em brinquedos e proteção
Romance de estação
Desejo sem paixão
Qualquer truque
Contra a emoção
Garotos fazem tudo igual
E quase nunca chegam ao fim
Talvez você seja melhor
Que os outros
Talvez, quem sabe
Goste de mim
São sempre os mesmos sonhos
De quantidade e tamanho
Garotos perdem tempo pensando
Em brinquedos e proteção
Romance de estação
Desejo sem paixão
Qualquer truque
Contra a emoção
Garotos perdem tempo pensando
Em brinquedos e proteção
Romance de estação
Desejo sem paixão
Qualquer truque
Contra a emoção
Garotos perdem tempo pensando
Em brinquedos e proteção
Romance de estação
Desejo sem paixão
Qualquer truque
Contra a emoção
Garotos perdem tempo pensando
Em brinquedos e proteção
Romance de estação
Desejo sem paixão
Qualquer truque
Contra a emoção",pt,1
Tudo Bem,Lulu Santos,1986,8650,Tudo Bem,Lulu Santos,"Já não tenho dedos pra contar
De quantos barrancos despenquei
E quantas pedras me atiraram
Ou quantas atirei
Tanta farpa, tanta mentira
Tanta falta do que dizer
Nem sempre é so easy se viver
Hoje eu não consigo mais me lembrar
De quantas janelas me atirei
E quanto rastro de incompreensão eu já deixei
Tantos bons quanto maus motivos
Tantas vezes desilusão
Quase nunca a vida é um balão
Mas o teu amor me cura
De uma loucura qualquer
É encostar no teu peito
E se isso for algum defeito, por mim tudo bem
Já não tenho dedos pra contar
De quantos barrancos despenquei
E quantas pedras me atiraram
Ou quantas atirei
Tanta farpa, tanta mentira
Tanta falta do que dizer
Nem sempre é so easy se viver
Mas o teu amor me cura
De uma loucura qualquer
É encostar no teu peito
E se isso for algum defeito, por mim tudo bem
Tudo bem, tudo bem
Mas o teu amor me cura
De uma loucura qualquer
É encostar no teu peito
E se isso for algum defeito, por mim tudo bem
Tudo bem, tudo bem",pt,6
Livre Pra Viver,Claudio Zoli,1986,8651,Livre Pra Viver,Claudio Zoli,"Viver é bom demais
Ninguém vai me prender
Eu não me escravizei,
Nem me entreguei a você
Sou livre para amar,
Louco pra viver esse amor
Sou livre pra voar porque
Não me importa o céu azul, ou blue
Sou livre pra pensar,
Eu não devo nada a ninguém,
E a liberdade, é tudo que eu sonhei,
Eu vou viver, eu juro",pt,2
Deus Nos Acuda,Fundo de Quintal,1986,8663,Deus nos Acuda,Fundo de Quintal,"(1986)
Se ele dá a partida no jogo
Ela pica um carrinho de lado
Ele tomba sentado no chão
Aí ela corta na ponta e no centro
Ele entra por dentro e por fora
Ela chora
Ele sai de raspão
Então ela entra de sola
Ele escuta
Ele faz que reluta e avança
Ela cai sentada no chão
Ela tá
Ele chuta
Ela cai
E quando cai, cai redonda
E ele aproveita a onda
E rola por cima querendo cruzar
Porque quando a coisa muda
Nenhum dos dois se desgruda
É um Deus-nos-acuda pra desapartar
Faz tempo a galera levanta e pergunta
Como esse jogo rola em comum
Pois ela é uma dama cheia de história
Ele vive de filosofia e acaba ficando a nenhum
Ele espelha
Ela grita ""vermelha""
Ela dá
Ele vende conselho
Ela geme
Ele tenta agradar
Aí ninguém mais segura
Aí começa a loucura
O mundo parece que vai desabar
Porque quando a coisa muda
Nenhum dos dois se desgruda
É um Deus-nos-acuda pra desapartar
Porque quando a coisa muda...",pt,11
Garota de Berlim,Tokyo,1986,8666,Garota de Berlim,Tokyo,"Caminhava eu sozinho
À noite olhando para o chão
De repente eu vi uma figura
Que de longe tocou meu coração
E parecia tudo tão irreal
Aquela luz azul e era afinal
Enquanto eu caminhava ela desapareceu
Foi num piscar de olhos, não sei como aconteceu
Imediatamente eu comecei a procurar
Aquela garota eu preciso encontrar
Mas essa cidade é tão imensa
Não sei seu nome nem como lhe chamar
Linda garota de Berlim
Linda garota de Berlim
Já desesperado parecia que era o fim
Nunca encontraria a garota de Berlim
De repente então ela me apareceu
Foi num piscar de olhos, não sei como aconteceu
Fiquei ali parado
Ela então se aproximou
Olhou bem nos meus olhos
E pra mim assim falou:
Hey, Punky!
Wo kommst'n du her?
Bist du neu hier?
Soll'ch dir Berlin zeigen?
Kennste't Risiko?
E esse mistério minha vida perseguiu
Aquelas palavras, aquele olhar febril
Eu sei que esse tormento lindo nunca terá fim
Jamais esquecerei a garota de Berlim
Linda garota de Berlim
Linda garota de Berlim
Caminhava eu sozinho
À noite olhando para o chão
De repente eu vi uma figura (sou eu)
Que de longe tocou meu coração
E parecia tudo tão irreal
Aquela luz azul e era afinal
Enquanto eu caminhava ela desapareceu
Foi num piscar de olhos, não sei como aconteceu
Imediatamente eu comecei a procurar
Aquela garota eu preciso encontrar
Mas essa cidade é tão imensa
Não sei seu nome nem como lhe chamar
Linda garota de Berlim
Linda garota de Berlim
Hey, Punky!
Erlöse mich von dem Schmerz
Und der Einsamkeit
In Ewigkeit
Amen!
Na komm doch!
Destroy!",pt,6
